N34_index_degC	SLP_anoms_hPa
-0.33793604	-0.004107055526072732
-0.65095127	-0.04564218569434178
-0.62213224	-0.09402729989639307
-0.48590308	-0.1553276261414341
-0.35497904	-0.2302338626508584
-0.5366366	-0.31305595070242626
-1.016162	-0.391351478207601
-0.819657	-0.44680472912707514
-0.41236493	-0.4581457535108543
-0.5886854	-0.40599678853432847
0.446778	-0.27808642050166815
0.15996642	-0.07275062748482851
0.05474065	0.20034755291578907
0.13874425	0.522130057552506
0.2402088	0.8678144090638373
0.48201236	1.2109587994515352
0.48227012	1.5264008939876044
0.838931	1.791817841910891
0.9079565	1.9885218999750587
0.594231	2.1018281890924877
0.54788643	2.1210125364828945
0.4657126	2.0393015126236143
0.20667931	1.854515575946153
0.053109825	1.5700589988799327
0.29430893	1.1950457523462659
0.6117883	0.7429369619347354
0.7687127	0.22961750071814918
0.6395438	-0.3274862654886288
0.6405327	-0.9087428937576598
0.8430206	-1.491159942429397
0.45273176	-2.048117618754203
0.37018266	-2.5506938968419415
0.4606665	-2.9705327854072987
-0.005000371	-3.283738327680099
-0.541375	-3.474994867501528
-0.5810351	-3.540683460352854
-0.8109949	-3.489772546327142
-1.0286629	-3.3423990368268455
-0.6338721	-3.126936533042256
-1.168769	-2.8758174962779384
-1.1589772	-2.6200963941106528
-1.3094784	-2.3838492544446366
-1.2972586	-2.1802465656286567
-0.9616372	-2.0101970875951434
-1.0090395	-1.8629657430087052
-0.6618523	-1.7177765307903212
-0.79515487	-1.5463922827523098
-0.6047416	-1.317476162369956
-0.66325927	-1.002754422566554
-0.89963984	-0.5834139287822058
-1.1071682	-0.05456020390012444
-1.0574559	0.5734735828643742
-0.86420965	1.276603977468141
-0.7849149	2.0201084797582247
-0.33709088	2.762283513344989
0.049280547	3.4578650232011343
0.34948027	4.061193482284716
0.2974959	4.5300125785595275
0.563198	4.830356948417301
0.863602	4.941223574809035
1.3372293	4.857004244955371
1.1794535	4.587138359805033
1.771964	4.154018831505526
2.0356023	3.590014401403242
2.1341035	2.9336452380391007
1.667445	2.2250828227303487
1.4240851	1.5018908288091475
0.75107014	0.7960338060985046
0.10133393	0.13265039639741355
-0.34333274	-0.46953679892683786
-0.7980247	-0.9971216930364131
-0.9655636	-1.4415876191915
-0.9949592	-1.799920925869355
-1.3691164	-2.0751247299506463
-1.4966872	-2.275316476329673
-1.9375093	-2.411378456535599
-2.101925	-2.4943083278381017
-1.90908	-2.533349671422869
-1.5201906	-2.535238862306317
-0.98217535	-2.5044477089379398
-0.9581887	-2.443951563363404
-0.89886445	-2.3556999487088124
-0.45592806	-2.2405732513649546
-0.96441287	-2.098867206772371
-0.53533334	-1.932099874067153
-0.55462265	-1.745209187747553
-0.89862424	-1.5475630444681996
-0.80563945	-1.3521391292865326
-0.76137453	-1.1732615155275803
-0.56766117	-1.0239139481467316
-0.33717525	-0.9137359951259925
-0.727286	-0.8481140185985165
-0.6725879	-0.8279072406530693
-0.6997196	-0.8490330113048934
-1.1140938	-0.9016816635030281
-0.9906226	-0.9699481067603573
-1.0905865	-1.0329549843115382
-1.4319748	-1.0678167578782733
-1.3941141	-1.053903547889451
-1.434723	-0.9769972805842344
-1.3864007	-0.8314787918965844
-1.4882177	-0.6197712275409616
-1.0436507	-0.35023203108433515
-0.6413754	-0.03536477496124461
-0.49940658	0.3088413594765438
-0.40266412	0.6629901904444166
-0.17531802	1.0047989194087399
0.1994746	1.3105584916691393
0.21546929	1.5571818375324846
0.6698812	1.724393920412727
0.963292	1.797189183335467
0.85090244	1.7686152277933187
0.651862	1.642222676152614
0.8347369	1.4331474384762422
0.5657589	1.1668107476177327
0.42161143	0.8747616711908032
-0.12716988	0.5885658644285321
0.22678453	0.33385132481123664
0.5904935	0.12659449161569275
0.53485686	-0.02742124144654364
0.20377184	-0.13070601336409685
0.51251274	-0.19142013948182726
0.48925897	-0.22112589284442116
0.7743022	-0.2330885819783443
0.75796914	-0.24101281692407475
0.75335735	-0.2580713146867742
0.35942635	-0.2959541753077145
0.26597244	-0.36382786344092266
-0.45722407	-0.46747412318715315
-0.48111933	-0.6090123683461862
-0.5133213	-0.787232182956911
-0.6686968	-0.9980345449965102
-0.8104576	-1.2345883662379675
-0.5289711	-1.4874298079977737
-0.32513654	-1.7447631961811538
-0.132044	-1.9926766594279066
0.20281923	-2.2151517445505853
0.052747566	-2.394487214158188
0.1405548	-2.512598127751795
0.22626804	-2.552822630369529
0.21794204	-2.501730263990238
0.013914951	-2.3507814317932674
0.16402051	-2.097843376765748
-0.37039375	-1.7486465943145586
-0.04799547	-1.3179182474350657
0.45701241	-0.8291761185110258
0.22836857	-0.3123869972683318
0.33355796	0.2000086971003347
0.50011426	0.6773270668454434
0.5547836	1.0938304410893338
0.36730805	1.4303438645645445
-0.040367518	1.67480464670694
0.14596069	1.822614514038236
0.25189516	1.8768207453185324
0.33138907	1.8472239466610032
0.11545668	1.7480180800016207
-0.14101067	1.5948238983011356
-0.16129345	1.4021153645738236
-0.08894221	1.1814163633246948
0.01267519	0.9405534976739368
0.08406041	0.6842221104306715
-0.30247965	0.415465535043816
-0.6122247	0.13707114224440725
-0.5202824	-0.14776075100039146
-0.47706053	-0.43523230736351487
-0.1609372	-0.7208021809224866
-0.12584068	-0.9991498262896229
-0.6689497	-1.2643681247324217
-0.47323823	-1.5098102597347944
0.084067605	-1.7268841371734296
0.11527294	-1.903390113943379
-0.35976234	-2.023255229316094
-0.2353815	-2.0686412065400845
0.12494858	-2.023434500306402
0.05064283	-1.8767523383775921
0.0084776785	-1.6260693555249264
0.12296739	-1.2798723351515977
0.49057877	-0.859214524462863
0.6682615	-0.39714632136010747
0.4155592	0.06468548902747766
0.90080684	0.48177605361870696
1.3478639	0.8129915946837228
1.8487154	1.0253910851470116
2.0348063	1.0970914967053447
2.4551995	1.0186907022748397
2.295552	0.7937056165429371
2.0931447	0.4382447223627103
1.5424947	-0.01994009441945241
1.007642	-0.5432804044107764
1.0496677	-1.0875172174140426
0.8396108	-1.6058845883211585
-0.03638892	-2.053574514106055
-0.2006494	-2.391894037636259
-0.23637097	-2.591715041907972
-0.6795322	-2.6359408945416947
-0.9030973	-2.5211193362382276
-0.85264444	-2.2583089629872184
-0.644041	-1.872696359409065
0.0004395542	-1.4014026824755998
-0.18545245	-0.8896232023005308
-0.25031057	-0.38570349310846713
-0.49512038	0.06433232349745958
-0.7762486	0.4221653247857757
-0.34430757	0.6612175064778181
-0.37890545	0.7680547442161216
-0.2946805	0.741213901386341
-0.7245831	0.588885721394822
-1.2149073	0.3267870388368019
-1.2483729	-0.023493051984843406
-0.9071538	-0.4360790145502629
-0.92080384	-0.8826831362026267
-0.803758	-1.334669459779733
-0.8947558	-1.7648327721354824
-0.64469695	-2.1484939955350173
-0.54069424	-2.463935761500377
-0.32864514	-2.6927382060454805
-0.014377984	-2.8209573151657765
-0.27459916	-2.8414033477861413
-0.31979892	-2.75560249393296
-0.17982504	-2.573745034391867
-0.2830937	-2.3128963845467414
-0.4356525	-1.9950423358377734
-0.5775821	-1.6454876298360572
-0.37828088	-1.2909438692303268
-0.2344379	-0.9568878860283899
-0.20542714	-0.6645148791296429
-0.018972423	-0.42818721116170627
0.19663064	-0.2544696102989863
0.42086738	-0.1429506755512992
0.7092225	-0.08770313451040329
0.8259847	-0.07826877995829543
0.99383223	-0.1003496681886839
1.0346829	-0.137116378624086
1.2695293	-0.17156067013298443
1.2270187	-0.1893473795201561
1.2300879	-0.18113398077317983
1.0495617	-0.14375890111864773
0.8906602	-0.08021583800003854
1.2710304	0.0018356456613548625
1.5274434	0.09325480993529313
1.6246979	0.18749620650993584
1.6127967	0.2836252356262607
1.3880545	0.38639556385088064
1.2570187	0.502968206150574
1.0069873	0.6377866188495428
0.65651506	0.7881909153865232
0.4219827	0.9425460317289555
0.109432966	1.0808224167943203
-0.39531153	1.1767935036972985
-1.1713909	1.2013963761336977
-1.5398422	1.1268587856372418
-1.503502	0.9311530359518586
-1.5119388	0.6027192144606084
-1.1273181	0.1448659510634774
-1.7744973	-0.4220858148450505
-2.1403623	-1.0625583558270986
-2.0632772	-1.7309036428278697
-1.9201816	-2.37800223001902
-1.2722259	-2.9573186291786824
-1.2077417	-3.4293351810893933
-1.0322236	-3.7642296501277968
-0.7507348	-3.943539753323662
-0.7089389	-3.9618214279664117
-0.46187645	-3.82820330737485
-0.52446336	-3.5663746985678215
-0.44494224	-3.2118932932546467
-0.3808531	-2.807440406722995
-0.40888956	-2.397711344783441
-0.1405362	-2.0249927151490756
0.001967003	-1.725239257163099
0.21009743	-1.5242978277796437
0.16933642	-1.4346025997984564
0.25824732	-1.4528375708685122
0.23416412	-1.5591644586069981
0.048699703	-1.7192571718786258
0.31641614	-1.8898563944519895
0.36334717	-2.026305664200242
0.18174714	-2.089350963877619
0.36755574	-2.049817257420471
0.12029646	-1.8913386120797204
0.33250248	-1.6113499197594254
0.4163398	-1.2202467915675594
0.18760504	-0.7390594472752664
0.17368491	-0.19627440431134185
0.38870248	0.37586415710037824
0.5882607	0.9453746059407822
0.6415617	1.484373635186428
0.8642711	1.9717484792821856
0.7769858	2.3936467110022743
0.5155859	2.7418055437416355
1.1048079	3.011094770970484
1.2986996	3.1976971640925522
1.6950942	3.298199189589346
1.7346505	3.3092021518353136
1.7486589	3.227475539917853
1.4037609	3.0510846341135034
1.2603915	2.7815446326161037
1.111186	2.4263615413864694
0.4694243	2.0009264022763795
0.3158433	1.52847013234612
-0.038554132	1.037008738456403
-0.03269176	0.5537386684706699
-0.2560622	0.0992011734575374
-0.0990384	-0.31614952050090356
0.20142141	-0.6916987140503029
0.15112406	-1.0332654901520086
0.34347034	-1.348199882504591
0.39525574	-1.640828386113011
0.7496081	-1.9096365567431406
0.967406	-2.14676625843238
0.6255402	-2.3395395699238777
0.35239318	-2.47324733370293
0.13105819	-2.5343473352982944
0.39058632	-2.5131760815003603
0.51154536	-2.4055951655490087
0.41782328	-2.2138709934659255
0.33599952	-1.94740730467132
0.16072708	-1.6230982031979082
0.01699995	-1.2643882702018563
0.124094	-0.8985635581698833
0.2194455	-0.5526991189566708
0.27156803	-0.24937306891518932
0.28767943	-0.003403641493998889
0.17341296	0.1795856091366022
0.5345184	0.3025716455068678
0.42409703	0.37502069061147014
0.9108715	0.4105418784598247
1.2243258	0.425138032348306
1.2676272	0.4352987819610912
0.839552	0.4550214642120616
0.8017051	0.4924022122515306
0.41518265	0.5470988471901971
0.19192232	0.6092135521900937
-0.11855362	0.659830323939391
-0.11713094	0.6740251946257427
-0.08625119	0.6268675305709916
-0.37326503	0.5007619267956815
-0.67762977	0.2906361558836819
-0.89400834	0.0046052853312378295
-0.9445127	-0.3391889617250874
-0.9981023	-0.7170909876056615
-0.7532401	-1.1037748680861925
-0.7706992	-1.474653624435955
-0.49590605	-1.8071833460977462
-0.29509476	-2.081781703915679
-0.27822986	-2.2824289395974473
-0.31115225	-2.3963513948769117
-0.10808272	-2.4127127348788253
-0.10366704	-2.3214243267474246
-0.27070528	-2.1134860448838255
-0.33802712	-1.7832172160180348
-0.31775752	-1.3314664874667343
-0.55811507	-0.7684204095837245
-0.5337224	-0.1148788974834209
-0.40302542	0.5985586565762868
-0.23595807	1.334183822044158
0.19270259	2.05075038329014
0.7509187	2.7067756830384995
1.1834306	3.263130335890368
1.566047	3.685031799230083
1.9115778	3.943518370672521
2.1688936	4.016702742294601
2.4617507	3.8913847214646053
2.6212697	3.5649814820802574
2.5547569	3.046941315864077
2.445411	2.3590213584202213
2.1067486	1.534530548367424
1.3765266	0.6168844943515982
0.8918672	-0.3424307741842121
0.82241243	-1.286724995436634
-0.67797464	-2.158406476914556
-1.1002839	-2.9052816472898484
-1.2202137	-3.4878516018364265
-0.9958479	-3.884648230957937
-1.2582171	-4.093373814281712
-1.2961208	-4.128439202025635
-1.6996593	-4.016745291147968
-1.6146082	-3.7927781281497728
-1.2164925	-3.4934994308378657
-0.7824248	-3.1535656650000137
-0.7175625	-2.8015460004791555
-0.7357034	-2.4578591655562185
-0.98830277	-2.134583453378762
-0.8009483	-1.8362616893240815
-1.1626449	-1.5606289745276078
-0.9405084	-1.299162153717729
-1.0261676	-1.0383699394254633
-1.5777543	-0.7627068349036915
-1.6048617	-0.45872010877385533
-1.7609465	-0.1187706737901238
-1.4579169	0.2571191644908838
-1.0320907	0.6613087832131801
-0.6549489	1.079343004066767
-0.62911	1.490552888780539
-0.64045376	1.868678857439499
-0.46574682	2.183607569450443
-0.38817942	2.4050405872586147
-0.3870174	2.5078342283009727
-0.66696733	2.4773924908267495
-0.7999029	2.3128064451840693
-0.9111999	2.026492586128666
-0.7129742	1.6410281915421934
-0.56450105	1.1849076858089242
-0.38429683	0.6888885854600092
-0.21483509	0.18395049724346332
-0.15732314	-0.29918926543767166
0.028332548	-0.7297880328337653
0.103440516	-1.076728560520023
0.115621574	-1.308867925997252
-0.116344504	-1.3972064755611122
-0.18180336	-1.3194052362811612
-0.16793832	-1.0656581724450132
-0.41684073	-0.643928273147663
-0.043671917	-0.08253342497788976
0.15650232	0.5712626497469526
0.13108976	1.2567703296676112
0.29484028	1.9083455207654598
0.42048892	2.464978038973813
0.7807033	2.878988598092215
0.7682859	3.121698555759504
0.8374242	3.1846197549766737
1.0714663	3.0768573319216115
1.2563245	2.8209912319624486
1.485378	2.448955761766495
1.4320264	1.9979160457574048
1.0974226	1.5058768219131884
0.7080328	1.0077126118093063
0.52684706	0.5329360377329648
0.056726474	0.10566441813582034
-0.40127203	-0.25440725397734015
0.00023544194	-0.5319503603409675
0.26619422	-0.7177964327225856
0.07498891	-0.8116151280759675
0.31172433	-0.8232998314510612
0.5490832	-0.7714802150442572
0.4056203	-0.6794510697620995
0.3733237	-0.5701711091321366
0.2676391	-0.4620841856832876
0.12556878	-0.36681328218613785
-0.05627102	-0.28877882177274344
0.13164033	-0.22620428222391287
0.29195595	-0.1730486115451371
0.18773249	-0.1214634006191572
0.4824769	-0.06399159211059471
0.7615169	0.0055220824641976285
0.8107355	0.0924546141703006
0.6913489	0.20211047942399174
0.697511	0.3394367223528565
0.74453694	0.5077946120622632
0.59209216	0.7072576806165504
0.20786263	0.9327226478825286
0.2650036	1.1723849295941238
0.28872284	1.4074865776802203
0.40197292	1.6140393002968778
0.32967767	1.7665202569573433
0.2715132	1.842640919456236
0.11746963	1.8276087443322253
0.04623684	1.71653024197332
0.07365318	1.5147952961398254
-0.28852192	1.2373273307360584
-0.6796123	0.9075206503433378
-0.9518725	0.5556968041685861
-0.6370604	0.21619466292858963
-0.65161955	-0.07722757005975513
-0.13291274	-0.29671122077995343
0.09747426	-0.42455178150938294
0.17689182	-0.45472693455812424
0.062440373	-0.3911178881314683
0.37827808	-0.24349344619555555
0.66429406	-0.023551505156544597
0.7466206	0.2568191336948297
1.038131	0.5844979351471237
1.1382235	0.9427663689969534
0.66688776	1.3098799578543665
0.13831794	1.6599353222711917
-0.07114555	1.9657496065217575
-0.06232397	2.2024250789818782
-0.21605696	2.3504458396361523
-0.135894	2.3979105732954364
-0.32581577	2.3417978356652185
-0.5978401	2.187927791168286
-0.9424439	1.949292399440229
-1.4097989	1.6431837311824335
-1.5428461	1.288322930649671
-1.5456278	0.9027561053111228
-1.7770729	0.5022210002229515
-1.8665323	0.09872702380735561
-1.1343132	-0.2999938800541471
-0.9163687	-0.6894200828649863
-0.6380333	-1.0658233265897255
-0.4920134	-1.4236707214555908
-0.092576295	-1.7538338142451613
-0.028400712	-2.0427257040066538
-0.24829878	-2.272391014166911
-0.36982393	-2.4221927422598273
-0.31100896	-2.47225024037289
-0.8742169	-2.407365793987823
-0.91064405	-2.2200213593884093
-0.6935598	-1.9122522850683046
-0.58673704	-1.4969172643157413
-0.18760021	-0.9983901661127749
0.22363175	-0.4520256350397972
0.4895929	0.09820448461162515
0.6796805	0.6039126804769411
0.61478925	1.017610990959976
0.75638926	1.2978992914333518
0.9667007	1.4136738291158082
1.5613933	1.3475121997284114
1.6879091	1.0984035977973488
1.5138402	0.682993840087986
1.1917388	0.13453722664166004
1.0552648	-0.5001711735190087
0.64304143	-1.165471316049484
-0.10982715	-1.803156691815875
-0.6375747	-2.359699346192361
-1.0067714	-2.7923953972119677
-1.2355711	-3.072719301111615
-1.4763854	-3.186911095007586
-1.5961877	-3.135077519443645
-1.533949	-2.929721535323218
-1.6661949	-2.5936265660247826
-1.6110506	-2.156931262226111
-1.1542367	-1.6539528509000294
-0.96878475	-1.1205311687100297
-0.6331968	-0.5920372610085549
-0.38819003	-0.10175498809242019
-0.2095229	0.3206842368867834
-0.2249948	0.6514067198458067
-0.6196425	0.8753159911101598
-0.7300432	0.9889734998308127
-0.9487647	1.0013670622014168
-1.15539	0.9316620190708373
-1.0741297	0.8048858750645459
-0.91132075	0.6474069738679791
-0.6858393	0.48365766327480286
-0.5054637	0.33433913610885385
-0.32467484	0.215322301024767
-0.088333085	0.13655403614892103
0.19045544	0.10111395331904616
0.47288364	0.10490808017824634
0.7061791	0.13720507840126672
0.4734201	0.18223814191775922
0.26866636	0.2223905407417858
0.274012	0.2429613669574692
-0.096534066	0.23715994897388779
-0.45532364	0.20924508962256916
-0.45627317	0.1743923405036642
-0.13286664	0.1552379607275957
-0.11300641	0.1760963399026946
-0.2475096	0.25629941522447386
-0.30175477	0.40431156583473177
-0.31659245	0.6143937006474526
-0.35199293	0.8672297774216545
-0.045701273	1.134535583848686
-0.35301638	1.385669253471583
0.015830971	1.5934755657096757
-0.063651726	1.7379586183332676
-0.45640588	1.8081554760633132
-0.6487165	1.8028450085888343
-0.20166911	1.730001607809861
0.20183635	1.60462875062204
0.36156923	1.445055226154456
0.29768717	1.2686396844144345
0.05979794	1.0886153813276014
0.056859914	0.9135459568494528
0.36732408	0.7492980246628537
0.4326182	0.6018775390161604
0.8280463	0.4793006320986008
0.741377	0.39174540385710754
0.5106311	0.3503656783504796
0.49317548	0.36548847534234086
0.4726718	0.4446159968762107
0.789469	0.590433967760211
1.0054566	0.7991815846143397
1.2128074	1.0598073957591263
1.4984215	1.3541558197187598
1.9400077	1.658491412552085
2.1770148	1.9467939668023397
2.4142647	2.195463795844504
2.859546	2.3876637332775785
2.7707365	2.51539590159488
2.559641	2.578984645649574
2.2525504	2.584930297266663
1.6236105	2.5432248169976743
1.1988691	2.4652164880667318
0.50839597	2.362749916125627
-0.028617024	2.247843320273457
-0.36442792	2.1314392626697067
-0.48099992	2.0211945525999386
-0.4829308	1.919563262371775
-0.6884606	1.8229922187557759
-0.51210123	1.7224679819762942
-0.41639858	1.6054935742623808
-0.33789155	1.4589645245093426
0.032159444	1.2718544566642673
0.18897437	1.0369870436556092
0.4075482	0.7519540519417554
0.55818295	0.41940211251904036
0.48788977	0.04660941137837838
0.42957136	-0.35561087299389554
-0.07379789	-0.7742617402960392
-0.380416	-1.1952729043638297
-0.39816037	-1.6040718633178823
-0.79435045	-1.9857738071548974
-0.94376796	-2.3257607770259274
-0.81336826	-2.61146184265743
-0.8399486	-2.8351178868395466
